Address,Distance to Nearest Park,Nearest Park,Park Quality,Beds,Baths,Parking,Type,Weekly Price,Latitude,Longitude
"41 Tannum Circuit, Truganina VIC 3029",9.046506231,Altona Memorial Park,Poor Park,3,2,2,Townhouse,600,-37.8172007,144.7208958
"14/49 Democrat Drive, The Basin VIC 3154",4.223697531,Dandenong Ranges National Park,Good Park,3,2,1,Townhouse,580,-37.8527514,145.3087342
"22 Seeber Street, Epping VIC 3076",13.97155311,Hayes Park,Poor Park,3,2,2,Townhouse,550,-37.6320558,145.0012545
South Yarra VIC 3141,1.02448667,Grattan Gardens,Poor Park,1,1,1,Townhouse,595,-37.838568,144.9914761
"3 Plenty View, Beveridge VIC 3753",15.84821883,Whittlesea Park,Poor Park,4,3,2,Townhouse,430,-37.4683532,144.9543921
"1/179 Church Street, Cowes VIC 3922",0.117082081,NRMA Phillip Island Beachfront Holiday Park,Average Park,3,2,1,Townhouse,480,-38.4524863,145.2270642
"2/15-19 Fosters Road, Keilor Park VIC 3042",6.372808973,Cairnlea Park,Poor Park,3,1,1,Townhouse,440,-37.7239421,144.8522036
"1/34 Fifth Avenue, Rosebud VIC 3939",4.03879229,Peninsula Gardens Bushland Reserve.,Poor Park,3,2,2,Townhouse,555,-38.3593686,144.899709
"21 Talbot Street South, Ballarat Central VIC 3350",0.625648108,Sturt Street Gardens,Poor Park,3,2,1,Townhouse,420,-37.561777,143.842905
"4 Bastow Lane, Lucas VIC 3350",3.557672843,Ballarat Botanical Gardens,Good Park,3,2,1,Townhouse,350,-37.5504789,143.7812351
"1/6 Manna Gum Heights, Mount Pleasant VIC 3350",1.75699707,NRMA Ballarat Holiday Park,Average Park,3,1,1,Townhouse,380,-37.5842331,143.8577
"2/52 Dickens Street, Lalor VIC 3075",9.838629444,Hayes Park,Poor Park,2,1,1,Townhouse,400,-37.6687326,145.0107529
"56 Cushen Place, Broadmeadows VIC 3047",11.75607291,Hayes Park,Poor Park,3,2,2,Townhouse,550,-37.6801216,144.9256339
"20 Morton Street, Clayton VIC 3168",6.425131054,Outer Circle Linear Park,Poor Park,1,1,0,Townhouse,340,-37.9173474,145.137177
"1/10 Rosamond Road, Footscray VIC 3011",6.731373503,Flagstaff Gardens,Poor Park,2,2,1,Townhouse,510,-37.7879385,144.8834559
"2/73 Bellarine Highway, Point Lonsdale VIC 3225",6.40621862,BIG4 Bellarine Holiday Park,Good Park,4,2,2,Townhouse,580,-38.2720176,144.6236421
"7 White Street, Oakleigh East VIC 3166",4.801231398,Outer Circle Linear Park,Poor Park,1,1,0,Townhouse,250,-37.9119292,145.119709
"2/164 Arnold Street, North Bendigo VIC 3550",0.860101564,Yi Yuan Chinese Garden,Poor Park,2,2,1,Townhouse,600,-36.7476389,144.2800452
"16 Cascade Terrace, Craigieburn VIC 3064",14.7002753,Organ Pipes National Park,Average Park,2,2,1,Townhouse,450,-37.5903068,144.9013299
"14 Ballet Crescent, Sunbury VIC 3429",7.466475954,St Genevieve Central Park,Poor Park,3,2,2,Townhouse,495,-37.5730116,144.7618744
"9a Cox Street, St Albans VIC 3021",0.893562427,Cairnlea Park,Poor Park,3,1,1,Townhouse,450,-37.7576566,144.8052601
"21A Hermitage Parade, Derrimut VIC 3026",5.063641824,Cairnlea Park,Poor Park,4,3,2,Townhouse,550,-37.7926574,144.7558708
"1/83 Union Street, Kyabram VIC 3620",1.149487439,Kyabram Fauna Park (Zoos Victoria),Poor Park,2,1,2,Townhouse,380,-36.3111908,145.0476587
"17/6 Rosamond Road, Footscray VIC 3011",6.66890899,Flagstaff Gardens,Poor Park,2,2,1,Townhouse,470,-37.7882986,144.8840389
"16/32 Lats Avenue, Carrum Downs VIC 3201",7.046513211,Bunarong Park,Poor Park,3,2,2,Townhouse,530,-38.0998256,145.1932819
"13 Thoroughbred Drive, Clyde North VIC 3978",10.14662795,Wilson Botanic Park Berwick,Good Park,3,2,2,Townhouse,530,-38.1187852,145.3368147
"1 4/33 Gorman Drive, Yarrawonga VIC 3730",65.69944794,Shepparton Holiday Park and Village,Poor Park,1,1,1,Townhouse,320,-36.0233472,146.0175264
"4/127 Raleigh Road, Maribyrnong VIC 3032",6.643193234,Princes Park,Poor Park,2,1,1,Townhouse,595,-37.7688937,144.8885814
"6/24 Parkside Street, Elsternwick VIC 3185",1.599202389,Elsternwick Park,Average Park,2,1,1,Townhouse,595,-37.8877354,145.0116401
"20/35 Coate Ave, Alphington VIC 3078",1.593608746,Bellbird Park,Poor Park,2,2,1,Townhouse,570,-37.7828718,145.0246449
"9 Allumba Way, Wollert VIC 3750",14.69817563,Whittlesea Park,Poor Park,3,2,2,Townhouse,555,-37.6144666,145.0194939
"3/49 Anchorage Way, Yarrawonga VIC 3730",67.65681026,Shepparton Holiday Park and Village,Poor Park,3,3,2,Townhouse,550,-36.0025632,146.0245125
"4 Fragrance Terrace, Manor Lakes VIC 3024",3.935444413,Shoestring Gardening,Poor Park,3,2,2,Townhouse,450,-37.8642975,144.5934612
"24 River Rose St, Greenvale VIC 3059",11.07873676,Organ Pipes National Park,Average Park,2,1,1,Townhouse,450,-37.6211067,144.8771503
"3/12 Miller Crescent, Mount Waverley VIC 3149",4.288944726,Wattle Park,Poor Park,3,1,1,Townhouse,540,-37.8750092,145.1208974
"4/121 Marley Street, Sale VIC 3850",34.802828,Wallaby Rise Bush Camping Park,Poor Park,3,2,2,Townhouse,485,-38.1017102,147.0695562
"27 Ometepe Walk, Craigieburn VIC 3064",15.53375787,Organ Pipes National Park,Average Park,2,2,1,Townhouse,500,-37.5749372,144.8979316
"9 Davinci Street, Pakenham VIC 3810",13.44556565,Wilson Botanic Park Berwick,Good Park,3,2,2,Townhouse,580,-38.0557354,145.4860445
"1001/23 Mackenzie Street, Melbourne VIC 3000",1.179502036,Flagstaff Gardens,Poor Park,1,1,0,Townhouse,550,-37.8075687,144.9674021
"3/30A Graham Street, Sunshine VIC 3020",4.349238896,Cairnlea Park,Poor Park,2,2,1,Townhouse,490,-37.7885144,144.8285592
"70 Callas Street, Dromana VIC 3936",0.91110422,Kangerong Holiday Park,Poor Park,3,2,2,Townhouse,580,-38.3381028,144.9747364
"3/4 Rivergum Drive, Mill Park VIC 3082",10.50104824,Heide Park,Poor Park,3,2,1,Townhouse,475,-37.662516,145.073174
"2/198 Grange Road, Glen Huntly VIC 3163",2.541175838,Outer Circle Linear Park,Poor Park,2,1,1,Townhouse,495,-37.895477,145.0458946
"7/440 Stud Road, Wantirna South VIC 3152",6.459083824,Kings Park,Poor Park,2,1,1,Townhouse,500,-37.8757892,145.232107
"24 Millport Drive, Burnside Heights VIC 3023",4.663649944,Cairnlea Park,Poor Park,3,2,2,Townhouse,500,-37.7349895,144.7523304
"36 Northumberland Crescent, Shepparton VIC 3630",2.813931943,Australian Botanic Gardens Shepparton,Poor Park,3,1,2,Townhouse,480,-36.4045791,145.4105616
"7B Ellerslie Street, Kingsbury VIC 3083",4.820072492,Hayes Park,Poor Park,2,2,1,Townhouse,560,-37.717186,145.0387977
"Unit 6/34 Grevillia Road, Oak Park VIC 3046",7.966158105,Princes Park,Poor Park,2,2,1,Townhouse,550,-37.7186867,144.9270313
"1/30 Loch Street, Coburg VIC 3058",4.24979445,Princes Park,Poor Park,2,1,0,Townhouse,550,-37.7467693,144.9622617
"13 Bihu Walk, Kalkallo VIC 3064",14.58436774,Whittlesea Park,Poor Park,3,2,2,Townhouse,480,-37.5211271,144.9602901
"3/7 Huskisson Avenue, Lalor VIC 3075",10.39714319,Hayes Park,Poor Park,2,2,1,Townhouse,530,-37.6638446,145.0080544
"220 Hope Street, Geelong West VIC 3218",0.373378403,Sparrow Park,Poor Park,2,1,1,Townhouse,460,-38.1406127,144.3368103
"4/10 Murray Street, Yarrawonga VIC 3730",65.10677768,Shepparton Holiday Park and Village,Poor Park,3,2,1,Townhouse,460,-36.0232988,146.0089716
"7/33-35 Arlington Street, Ringwood VIC 3134",10.52463794,Wattle Park,Poor Park,2,1,1,Townhouse,525,-37.8197692,145.2231295
"20 Koonawarra St, Clayton VIC 3168",5.041384899,Outer Circle Linear Park,Poor Park,6,6,2,Townhouse,280,-37.9083678,145.1253452
"1/35A Union Grove, Springvale VIC 3171",8.537802774,Churchill National Park,Average Park,2,1,2,Townhouse,580,-37.9537637,145.1539059
"33 Gorman Dr, Mill Park VIC 3082",11.50322188,Heide Park,Poor Park,2,2,1,Townhouse,475,-37.6532404,145.0783405
"5 Cornerstone Cresent, South Morang VIC 3752",12.0175041,Westerfolds Park,Good Park,3,2,1,Townhouse,550,-37.6481584,145.0787967
"2/230 South Valley Road, Highton VIC 3216",3.802408428,Barwon Valley Park,Average Park,2,1,1,Townhouse,440,-38.1948009,144.3161887
"13/344 Maroondah Highway, Ringwood VIC 3134",11.24121065,Kings Park,Poor Park,3,1,2,Townhouse,540,-37.8045814,145.2459385
"13 Nethergate Street, Thornhill Park VIC 3335",4.485850363,Friends Of The Melton Botanic Garden,Poor Park,3,2,2,Townhouse,420,-37.7198926,144.6239249
"6/19 Cosgrove Court, Mildura VIC 3500",249.5686376,Schneider Gardens,Poor Park,3,2,2,Townhouse,450,-34.2114102,142.1272571
"14/900 Pascoe Vale Road, Glenroy VIC 3046",10.41761945,Princes Park,Poor Park,2,1,1,Townhouse,460,-37.6986705,144.9152971
"4/13 Grant Street, Dandenong VIC 3175",4.319539355,Churchill National Park,Average Park,2,1,1,Townhouse,520,-37.9846255,145.2251108
"14/23-33 Cambridge Street, Box Hill VIC 3128",2.361342974,Wattle Park,Poor Park,2,1,1,Townhouse,550,-37.8207979,145.1207305
"1/8 John Street, St Albans VIC 3021",2.451534775,Cairnlea Park,Poor Park,2,1,1,Townhouse,400,-37.738516,144.786831
"3/7 Robert Street, Dandenong VIC 3175",4.230054817,Churchill National Park,Average Park,2,2,1,Townhouse,540,-37.9807592,145.2201152
"6/181 Roslyn Rd, Belmont VIC 3216",1.213899093,Barwon Valley Park,Average Park,2,1,1,Townhouse,430,-38.174707,144.3311489
"22 Feather Park Way, Craigieburn VIC 3064",15.10417752,Organ Pipes National Park,Average Park,3,2,2,Townhouse,450,-37.5939825,144.9100319
"218/2 Fortitude Drive, Craigieburn VIC 3064",13.75977702,Organ Pipes National Park,Average Park,3,2,1,Townhouse,460,-37.5914688,144.8890972
"1/51 Franleigh Drive, Narre Warren VIC 3805",3.61034217,Wilson Botanic Park Berwick,Good Park,3,2,1,Townhouse,530,-38.0078197,145.3039969
"4/47 Race Street, Flora Hill VIC 3550",1.290681304,Spring Gully Creek Linear Park,Poor Park,3,2,2,Townhouse,485,-36.7789288,144.2967571
"23/70 Grange Boulevard, Bundoora VIC 3083",6.012042517,Heide Park,Poor Park,3,2,1,Townhouse,550,-37.708643,145.051693
"1/1 Iris Crescent, Boronia VIC 3155",4.380623973,Kings Park,Poor Park,2,2,1,Townhouse,580,-37.8594665,145.2818256
"14/3 Ashley Street, Wantirna South VIC 3152",8.639323055,Kings Park,Poor Park,2,2,2,Townhouse,480,-37.8461869,145.2254387
"21 / 1-27 Punt Street, Craigieburn VIC 3064",15.75376276,Organ Pipes National Park,Average Park,2,1,1,Townhouse,420,-37.5898197,144.9154105
"4/13 Campbell St, Glen Waverley VIC 3150",6.559752974,Wattle Park,Poor Park,3,2,2,Townhouse,600,-37.8685129,145.1698565
"15 Cerulean Walk, Craigieburn VIC 3064",15.53192826,Organ Pipes National Park,Average Park,3,2,2,Townhouse,510,-37.5871538,144.9100821
"2/189 Daley Street, Glenroy VIC 3046",10.58274821,Princes Park,Poor Park,2,2,1,Townhouse,500,-37.6961923,144.9180427
"3 Munitions Walk, Braybrook VIC 3019",4.327445534,Altona Memorial Park,Poor Park,3,2,2,Townhouse,600,-37.7947168,144.8455263
"2/28 Coulstock Street, Epping VIC 3076",11.97956672,Hayes Park,Poor Park,2,1,1,Townhouse,480,-37.6498425,145.0306087
"2/16-18 Curtin Street, St Albans VIC 3021",0.976074175,Cairnlea Park,Poor Park,2,1,1,Townhouse,500,-37.7530388,144.8028775
"2/113 Somerville Road, Yarraville VIC 3013",5.844676803,Altona Memorial Park,Poor Park,2,1,1,Townhouse,560,-37.8134146,144.8862177
"133A Allan Street, Kyabram VIC 3620",0.924331494,Kyabram Fauna Park (Zoos Victoria),Poor Park,3,1,1,Townhouse,480,-36.3133636,145.0455018
"2/20 Navarre Court, Meadow Heights VIC 3048",13.86172427,Hayes Park,Poor Park,2,2,3,Townhouse,575,-37.6571941,144.9229936
"2A Grevillia Road, Pascoe Vale VIC 3044",7.725506276,Princes Park,Poor Park,3,2,2,Townhouse,600,-37.7213318,144.9261499
"1/129 Corrigan Road, Noble Park VIC 3174",7.428299524,Churchill National Park,Average Park,2,2,2,Townhouse,500,-37.9659122,145.1684591
"1/13 Nepean Highway, Safety Beach VIC 3936",0.510946455,Kangerong Holiday Park,Poor Park,2,1,1,Townhouse,510,-38.328166,144.9764708
"3/1 St Agnes Court, Glenroy VIC 3046",9.551635864,Princes Park,Poor Park,2,1,2,Townhouse,500,-37.7037671,144.9259909
"7 Kensal Walk, Wyndham Vale VIC 3024",5.9111802,Shoestring Gardening,Poor Park,3,2,2,Townhouse,450,-37.8440811,144.5925702
"45 Curbridge Drive, Donnybrook VIC 3064",15.04405146,Whittlesea Park,Poor Park,3,2,2,Townhouse,500,-37.5446743,144.9596365
"2/48 Rollins Road, Bell Post Hill VIC 3215",0.672507784,Eldorado Tourist and Residential Park,Poor Park,3,2,2,Townhouse,520,-38.1020152,144.3229557
"63 Royal Road, Braybrook VIC 3019",4.423672248,Altona Memorial Park,Poor Park,2,2,1,Townhouse,550,-37.7942704,144.8467961
"57 Picnic Avenue, Clyde North VIC 3978",7.661602379,Wilson Botanic Park Berwick,Good Park,4,2,2,Townhouse,585,-38.0962143,145.3437709
"4/45 Anchorage Way, Yarrawonga VIC 3730",67.60435386,Shepparton Holiday Park and Village,Poor Park,4,3,2,Townhouse,600,-36.0026689,146.0238594
"11a Lomond Terrace, East Geelong VIC 3219",1.316783389,Friends of Geelong Botanic Gardens,Good Park,3,2,2,Townhouse,540,-38.1628162,144.3771591
"1/22 Menzies Crescent, Shepparton VIC 3630",1.275366555,Cudgee Park,Poor Park,3,1,2,Townhouse,470,-36.3544235,145.381582
"2/19 Enfield Avenue, Preston VIC 3072",1.800559326,Hayes Park,Poor Park,2,1,1,Townhouse,550,-37.7412736,145.0218522
"39 Chandos Street, Sydenham VIC 3037",2.573027129,Organ Pipes National Park,Average Park,3,2,2,Townhouse,500,-37.6903549,144.761866
"1126 Dohertys Road, Tarneit VIC 3029",10.16785196,Cairnlea Park,Poor Park,3,2,2,Townhouse,520,-37.8058164,144.6956052
"2 Sacred Court, Irymple VIC 3498",247.470702,Schneider Gardens,Poor Park,3,2,2,Townhouse,440,-34.2316591,142.1682915
"1/40 Albert Crescent, St Albans VIC 3021",2.065292378,Cairnlea Park,Poor Park,3,3,2,Townhouse,550,-37.7409467,144.7963404
"38 Hawkesbury Drive, Donnybrook VIC 3064",14.10047077,Whittlesea Park,Poor Park,4,2,2,Townhouse,550,-37.5400268,144.969254
"1/148 Sobraon Street, Shepparton VIC 3630",3.206892053,Australian Botanic Gardens Shepparton,Poor Park,4,2,1,Townhouse,580,-36.3871786,145.4110199
"3/2 Jingella Avenue, Ashwood VIC 3147",3.04361787,Outer Circle Linear Park,Poor Park,2,1,1,Townhouse,575,-37.8705579,145.0994988
"2/12 Kallista Ct, Preston VIC 3072",1.898754227,Hayes Park,Poor Park,2,1,1,Townhouse,550,-37.7403933,145.021992
"10 Williams Street, Dromana VIC 3936",0.190952975,Kangerong Holiday Park,Poor Park,3,1,2,Townhouse,600,-38.329895,144.973431
"6/16 Chevron Street, Tarneit VIC 3029",10.11455502,Altona Green Park,Poor Park,3,2,2,Townhouse,450,-37.8234106,144.6997693
"6/150 Dromana Parade, Safety Beach VIC 3936",2.371124355,Kangerong Holiday Park,Poor Park,2,1,1,Townhouse,510,-38.3169145,144.9924213
"3/4 Alberta Street, West Footscray VIC 3012",5.092864572,Altona Memorial Park,Poor Park,2,1,1,Townhouse,590,-37.7972125,144.8642176
"1150 Dohertys Road, Tarneit VIC 3029",10.16785196,Cairnlea Park,Poor Park,3,2,2,Townhouse,530,-37.8058164,144.6956052
"36/1 Rosso Drive, Tarneit VIC 3029",9.782537888,Shoestring Gardening,Poor Park,3,2,2,Townhouse,530,-37.8180087,144.6804315
"26 Flagship Way, Point Cook VIC 3030",3.309476888,Point Cook Coastal Park,Poor Park,2,2,1,Townhouse,480,-37.9084498,144.7197498
"10 Ganges Road, Craigieburn VIC 3064",14.9923288,Organ Pipes National Park,Average Park,3,2,2,Townhouse,510,-37.5825924,144.8980626
"30 Hawkesbury Drive, Donnybrook VIC 3064",14.10631221,Whittlesea Park,Poor Park,3,2,2,Townhouse,450,-37.5402337,144.9692446
"18 Luxe Terrace, Point Cook VIC 3030",3.928694314,Altona Green Park,Poor Park,3,2,2,Townhouse,540,-37.883013,144.7382432
"839 Aitken Boulevard, Craigieburn VIC 3064",15.6391835,Organ Pipes National Park,Average Park,3,2,2,Townhouse,530,-37.5864428,144.910939
"1/158 Pigdons Road, Highton VIC 3216",3.850057895,Barwon Valley Park,Average Park,2,2,1,Townhouse,520,-38.1893185,144.306308
"26 Totem Way, Point Cook VIC 3030",3.307236882,Point Cook Coastal Park,Poor Park,3,2,2,Townhouse,540,-37.9063124,144.7208644
"26 Gordons Road, South Morang VIC 3752",12.66596764,Westerfolds Park,Good Park,2,2,1,Townhouse,500,-37.6372403,145.0950602
"1/5 Daley Street, Glenroy VIC 3046",9.660491664,Hayes Park,Poor Park,2,2,1,Townhouse,560,-37.6982356,144.9364693
"93 Buckingham Road, Newtown VIC 3220",1.490086153,Barwon Valley Park,Average Park,3,2,2,Townhouse,600,-38.1580955,144.3233343
"32 Gagan Crescent, South Morang VIC 3752",12.70915816,Westerfolds Park,Good Park,3,2,1,Townhouse,500,-37.6368156,145.095151
"23/8 The Crossing, Caroline Springs VIC 3023",5.60670569,Cairnlea Park,Poor Park,3,2,2,Townhouse,500,-37.7348478,144.7397446
"1/44 Beckington Crescent, Hampton Park VIC 3976",6.912386608,Wilson Botanic Park Berwick,Good Park,3,2,1,Townhouse,580,-38.0247338,145.257907
"3/24 Griffen Street, Hamlyn Heights VIC 3215",2.272086544,Eldorado Tourist and Residential Park,Poor Park,3,2,2,Townhouse,540,-38.1221255,144.3260418
"2/22 Peter Thomson Circuit, Yarrawonga VIC 3730",68.40380968,Shepparton Holiday Park and Village,Poor Park,1,1,1,Townhouse,320,-36.0160724,146.0488027
"2/704 Gilbert Road, Reservoir VIC 3073",4.655924351,Hayes Park,Poor Park,2,1,1,Townhouse,500,-37.7196371,144.9935561
"2/50 Lane Crescent, Reservoir VIC 3073",4.836664703,Hayes Park,Poor Park,2,1,1,Townhouse,550,-37.713597,145.019427
"1124 Dohertys Road, Tarneit VIC 3029",10.16785196,Cairnlea Park,Poor Park,3,2,2,Townhouse,530,-37.8058164,144.6956052
"7/27-33 Queen Street, Wallan VIC 3756",13.21717875,Hudson Park Playground,Poor Park,3,2,2,Townhouse,460,-37.4126559,144.9739914
"3/70-72 St Georges Road, Preston VIC 3072",2.239151938,Hayes Park,Poor Park,2,2,1,Townhouse,585,-37.7435267,144.9984451
"76 Graham Street, Newport VIC 3015",4.091740268,Altona Memorial Park,Poor Park,1,1,1,Townhouse,280,-37.8346302,144.8688459
"2/15 Lawson Crescent, Rosebud VIC 3939",3.245755014,Seawinds Gardens,Good Park,3,2,2,Townhouse,600,-38.3609413,144.9098284
"7 Cilantro Street, Kalkallo VIC 3064",14.77103216,Whittlesea Park,Poor Park,3,2,1,Townhouse,470,-37.522084,144.9582527
"4/22 Holland Court, Maidstone VIC 3012",6.29900362,Altona Memorial Park,Poor Park,2,1,1,Townhouse,590,-37.7861298,144.8692907
"4/158 Pigdons Road, Highton VIC 3216",3.850057895,Barwon Valley Park,Average Park,2,2,1,Townhouse,560,-38.1893185,144.306308
"6/2 McDonald Place, Glenroy VIC 3046",10.3057709,Princes Park,Poor Park,3,2,1,Townhouse,600,-37.7016339,144.9101159
"1/367 High Street, Belmont VIC 3216",2.631931581,Barwon Valley Park,Average Park,2,1,1,Townhouse,495,-38.1879893,144.3299832
"4/41 Miranda Road, Reservoir VIC 3073",5.523240849,Hayes Park,Poor Park,2,1,1,Townhouse,600,-37.7075527,145.0223814
"1/1 Wurrak Crescent, Torquay VIC 3228",1.135043153,Ocean Country Park,Poor Park,2,2,1,Townhouse,580,-38.3220115,144.3095305
"2/307 Eastbourne Road, Capel Sound VIC 3940",4.274445212,Peninsula Gardens Bushland Reserve.,Poor Park,3,2,2,Townhouse,550,-38.3674901,144.8832096
"2/10 Bay Street, Port Albert VIC 3971",29.02409268,Tarra-Bulga National Park,Good Park,2,2,1,Townhouse,410,-38.6704911,146.6938848
"2/13 Elsey Road, Reservoir VIC 3073",5.756302181,Hayes Park,Poor Park,2,1,1,Townhouse,520,-37.705379,145.0135535
"122 Peter Thomson Circuit, Yarrawonga VIC 3730",68.55684364,Shepparton Holiday Park and Village,Poor Park,1,1,1,Townhouse,320,-36.0101381,146.0451651
"5/150 Holdsworth Road, Bendigo VIC 3550",0.351751809,JD’s community garden and art space,Poor Park,2,1,1,Townhouse,410,-36.7342602,144.2750259
"3/31 Boonderabbi Drive, Clifton Springs VIC 3222",1.794043488,Percy Cherry Park,Poor Park,2,1,2,Townhouse,420,-38.1587994,144.5665082
"949-951 High St, Reservoir VIC 3073",5.248786057,Hayes Park,Poor Park,2,2,1,Townhouse,600,-37.7103962,145.0083168
"7 REEVES STREET, Point Cook VIC 3030",5.432341541,Point Cook Coastal Park,Poor Park,4,3,2,Townhouse,550,-37.8833965,144.7121545
"13 Waxman Parade, Brunswick West VIC 3055",3.786656854,Princes Park,Poor Park,4,2,1,Townhouse,920,-37.7584336,144.9343944
"1/17 Martin Street, St Kilda VIC 3182",0.54919028,St Kilda Botanical Gardens,Good Park,2,1,1,Townhouse,785,-37.8670467,144.98793
"54 Nelson Street, St Kilda VIC 3182",1.06154239,Grattan Gardens,Poor Park,3,2,1,Townhouse,950,-37.8563704,144.9864482
"4/33 Tennyson Street, Elwood VIC 3184",0.646399588,St Kilda Botanical Gardens,Good Park,2,1,1,Townhouse,825,-37.8756661,144.9880971
"29B Woolhouse Street, Northcote VIC 3070",2.423724953,Edinburgh Gardens,Poor Park,3,3,2,Townhouse,1050,-37.7658636,144.9874953
"2/56 Larnook Street, Prahran VIC 3181",1.965433818,Grattan Gardens,Poor Park,3,3,2,Townhouse,1400,-37.8576907,145.0102563
"1/238 Beach Road, Black Rock VIC 3193",8.822220346,Elsternwick Park,Average Park,3,2,1,Townhouse,1150,-37.9678731,145.0124538
"44B Graham Road, Highett VIC 3190",7.475190468,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,850,-37.9511383,145.0418936
"1/10-12 Lillian Street, Clayton VIC 3168",5.338282853,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,700,-37.9213621,145.1181848
"3/45 Clarence Street, Elsternwick VIC 3185",1.568136054,Elsternwick Park,Average Park,3,2,2,Townhouse,850,-37.8924254,145.01122
"2/1 Forest Park Road, Dingley Village VIC 3172",6.820340906,Riverend Park PTY Ltd.,Poor Park,3,2,2,Townhouse,650,-37.9824205,145.1296434
"161 Thames Promenade, Chelsea Heights VIC 3196",1.672542049,Riverend Park PTY Ltd.,Poor Park,3,2,2,Townhouse,760,-38.0462871,145.1326904
"2/34 Valley Street, Oakleigh South VIC 3167",4.476899594,Outer Circle Linear Park,Poor Park,3,2,2,Townhouse,750,-37.9180774,145.1084885
"20A Kirstina Road, Glen Waverley VIC 3150",7.8811103,Wattle Park,Poor Park,4,3,3,Townhouse,1150,-37.890415,145.1665739
"3/56 Osborne Avenue, Glen Iris VIC 3146",1.63563104,Central Park,Poor Park,3,2,2,Townhouse,1200,-37.852212,145.0477488
"2/4 Worrell Street, Nunawading VIC 3131",7.277465617,Minifie Park,Poor Park,3,2,2,Townhouse,720,-37.8052847,145.1788677
"3/439 Main Street, Mordialloc VIC 3195",7.089045095,Riverend Park PTY Ltd.,Poor Park,3,2,3,Townhouse,770,-38.0037657,145.0855032
"1 Walsh Street, West Melbourne VIC 3003",0.28193486,Flagstaff Gardens,Poor Park,3,3,2,Townhouse,1250,-37.8080222,144.9545169
"2/16 South Parade, Blackburn VIC 3130",3.984913124,Wattle Park,Poor Park,2,2,1,Townhouse,650,-37.8203011,145.1448158
"42 Oak Terrace, Wheelers Hill VIC 3150",7.017701962,Churchill National Park,Average Park,3,2,2,Townhouse,630,-37.9101231,145.1910406
"2/55 Macrina Street, Oakleigh East VIC 3166",3.843053963,Outer Circle Linear Park,Poor Park,3,2,1,Townhouse,630,-37.9025645,145.113694
"6A/154 Cremorne Street, Cremorne VIC 3121",0.876765165,Royal Botanic Gardens Victoria - Melbourne Gardens,Good Park,3,3,2,Townhouse,1200,-37.8298399,144.9901195
"20 Oak Street, Surrey Hills VIC 3127",0.678931329,Wattle Park,Poor Park,4,3,2,Townhouse,1400,-37.8333697,145.1100698
"2/6 Kelly Street, Chadstone VIC 3148",1.786142241,Outer Circle Linear Park,Poor Park,3,2,1,Townhouse,675,-37.8853344,145.0934553
"1/2 Rowland Court, Glen Waverley VIC 3150",5.266416902,Wattle Park,Poor Park,4,4,2,Townhouse,1230,-37.8675722,145.1528558
"1/30 Hiscock Street, Chadstone VIC 3148",2.281765608,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1100,-37.884002,145.0988632
"2/30-32 Boronia Grove, Doncaster East VIC 3109",5.307032674,Minifie Park,Poor Park,4,2,2,Townhouse,900,-37.7997052,145.1560811
"11/15 Beach Street, Port Melbourne VIC 3207",3.757124999,Alexandra Gardens,Poor Park,2,2,2,Townhouse,795,-37.8425764,144.9398222
"7/5 Braeside Avenue, Camberwell VIC 3124",1.313502838,Wattle Park,Poor Park,4,3,2,Townhouse,1200,-37.8467947,145.0951475
"51 Cairnes Crescent, Malvern East VIC 3145",1.559394426,Central Park,Poor Park,3,2,1,Townhouse,795,-37.8728288,145.0648435
"1/7 Murrumbeena Road, Murrumbeena VIC 3163",0.683670708,Outer Circle Linear Park,Poor Park,4,3,3,Townhouse,895,-37.8853532,145.0670477
"8 Graham Street, Albert Park VIC 3206",3.346280568,Royal Botanic Gardens Victoria - Melbourne Gardens,Good Park,4,3,2,Townhouse,1600,-37.8435292,144.9459585
"2/30 Mawarra Crescent, Chadstone VIC 3148",3.175591757,Outer Circle Linear Park,Poor Park,3,2,1,Townhouse,795,-37.8792831,145.1077102
"2b Carolyn Street, Hampton VIC 3188",6.046615034,Elsternwick Park,Average Park,3,2,2,Townhouse,1095,-37.9392735,145.02261
"26A Campbell Grove, Hawthorn East VIC 3123",2.071885313,Boroondara Park,Poor Park,3,2,3,Townhouse,1550,-37.8336628,145.0495064
"4/7 Catherine Street, Box Hill VIC 3128",2.175827761,Wattle Park,Poor Park,4,3,2,Townhouse,1150,-37.8254723,145.1242642
"3/89 Centre Rd, Brighton East VIC 3187",3.478787185,Elsternwick Park,Average Park,3,2,2,Townhouse,850,-37.9153244,145.0167971
"14B Katrina Ave, Murrumbeena VIC 3163",1.190850715,Outer Circle Linear Park,Poor Park,4,3,2,Townhouse,1250,-37.8991387,145.0703863
"24 Miller Street, Fitzroy North VIC 3068",1.219334526,Edinburgh Gardens,Poor Park,4,3,2,Townhouse,1200,-37.7766466,144.9800936
"3/283 Glen Eira Rd, Caulfield North VIC 3161",2.118734554,Elsternwick Park,Average Park,3,2,1,Townhouse,975,-37.8785794,145.0130179
"10/40 Edgevale Road, Kew VIC 3101",2.022213066,St James Park,Average Park,3,2,3,Townhouse,740,-37.8136768,145.0428519
